- invocation: True
  version: 3.0
    sha256: 2fb780f2de2b4727e41445223060e1fccc08e1e67c9319aadb840c3ca7429547
    success: True
  - lfn: "Aug_resized_Dog87_1.jpg"
    pfn: "Aug_resized_Dog87_1.jpg"
    sha256: a65491f4c76de8af22328f8ad01f30b3b6039af62a2155f826343f197956b212
    success: True
  - lfn: "Aug_resized_Dog7_2.jpg"
    pfn: "Aug_resized_Dog7_2.jpg"
    sha256: a83e5978a7aefc4ae41e5557e4fe5ff8ce8b59005a40616e972f30c0ed726ccb
    success: True
  - lfn: "Aug_resized_Dog28_0.jpg"
    pfn: "Aug_resized_Dog28_0.jpg"
    sha256: 1afe1b17a5063bb13e25caf538200f72f5eae8ad2ae85183a15a3d7b5b2ec0cb
    success: True
  - lfn: "Aug_resized_Cat53_2.jpg"
    pfn: "Aug_resized_Cat53_2.jpg"
    sha256: 39ebec416f92023e1297200261868367e49424ece0425b30c75b878c4114df09
    success: True
  - lfn: "Aug_resized_Dog84_1.jpg"
    pfn: "Aug_resized_Dog84_1.jpg"
    sha256: 35ae53796d4a89a4aec7b69fee98161d70c16fabde8a74735ad9ace7295e81d6
    success: True
  - lfn: "Aug_resized_Dog58_0.jpg"
    pfn: "Aug_resized_Dog58_0.jpg"
    sha256: 8e977fdd226c5e5ec6f287b5c17587cda3899e22fbe9dfeed97f9a0cfeba9189
    success: True
  - lfn: "Aug_resized_Dog34_1.jpg"
    pfn: "Aug_resized_Dog34_1.jpg"
    sha256: 55e6faf1cca7ce8ed6e90894b46342ca84b8053e466ccf6ae3a193566ff67671
    success: True
  - lfn: "Aug_resized_Cat70_0.jpg"
    pfn: "Aug_resized_Cat70_0.jpg"
    sha256: e2d5347b414e14caac2b9aa91549ee04ba601edfc7422800633377177c0dc06f
    success: True
  - lfn: "Aug_resized_Cat35_0.jpg"
    pfn: "Aug_resized_Cat35_0.jpg"
    sha256: c2cc4e08251602770df44b051754615e87fc46f96ab2f088e918ffc1a059f14c
    success: True
  - lfn: "Aug_resized_Cat65_0.jpg"
    pfn: "Aug_resized_Cat65_0.jpg"
    sha256: c45eb799d12de15f877539a2d5f91a2981c90a1cde360c5c11c6ce87b78053e1
    success: True
  - lfn: "Aug_resized_Dog61_1.jpg"
    pfn: "Aug_resized_Dog61_1.jpg"
    sha256: 4fd3486ec9fcfd151e50b284bda4f162e5621d0eaf5599dc97d6699eaab52e85
    success: True
  - lfn: "Aug_resized_Cat12_0.jpg"
    pfn: "Aug_resized_Cat12_0.jpg"
    sha256: 81c14db351b94c2da26b1b71083f2425330efad2dcdf72a5829e01b8def129db
    success: True
  - lfn: "Aug_resized_Dog36_2.jpg"
    pfn: "Aug_resized_Dog36_2.jpg"
    sha256: 71847d62b617745c09746604f8a64a72bd795d81de7ffadec3ba1249208fc354
    success: True
  - lfn: "Aug_resized_Cat73_0.jpg"
    pfn: "Aug_resized_Cat73_0.jpg"
    sha256: eee4010329285e585ce2ba5437415c50a1f63a4a3c2a1cee57ef52928d1d2e62
    success: True
  - lfn: "Aug_resized_Dog59_2.jpg"
    pfn: "Aug_resized_Dog59_2.jpg"
    sha256: 698079e8fbadf2a81a92a3aca907148f4fe12289fa19e615d1d1d8b6af79fc52
    success: True
  - lfn: "Aug_resized_Dog5_1.jpg"
    pfn: "Aug_resized_Dog5_1.jpg"
    sha256: 0334d02853bdcd509a749653dc7c00cb096f506fbc16d06632d4d423d14aa22e
    success: True
  - lfn: "Aug_resized_Cat81_1.jpg"
    pfn: "Aug_resized_Cat81_1.jpg"
    sha256: f529e7f1ae8dc18ffa99229544ad4d7acba85a3e8395c914c05645a17cddbb0b
    success: True
  - lfn: "Aug_resized_Cat88_0.jpg"
    pfn: "Aug_resized_Cat88_0.jpg"
    sha256: 6bf4f5d49ed16dc1ebaaf1eb75dfbb13ad977665ce65dc20da82a10e88ef8794
    success: True
  - lfn: "Aug_resized_Dog10_0.jpg"
    pfn: "Aug_resized_Dog10_0.jpg"
    sha256: 63467113d4a296dce84072fb093cdea1293ed136da12aea098f77171dc72ea08
    success: True
  - lfn: "Aug_resized_Dog85_0.jpg"
    pfn: "Aug_resized_Dog85_0.jpg"
    sha256: dbacbd558ce9078d96d62caf3bf53b7cc8a4638e10535c75de496f5b58b1fb78
    success: True
  - lfn: "Aug_resized_Cat18_2.jpg"
    pfn: "Aug_resized_Cat18_2.jpg"
    sha256: 99aa09a61fc254a9f781e5afda1a4f00ab1aa2f3ba2d45decc64083df467717e
    success: True
  - lfn: "Aug_resized_Cat98_2.jpg"
    pfn: "Aug_resized_Cat98_2.jpg"
    sha256: 9b4610bddde801b77b8c5d2c6f19f387948f3c5fc435f20822c5656869bf4285
    success: True
  - lfn: "VGG_model_py"
    pfn: "VGG_model_py"
    sha256: 32f1e9de53681ba1d09481fc40094b09e84fdeca662754c8d8cd53cc4b77a1e4
    success: True
  - lfn: "Aug_resized_Dog68_2.jpg"
    pfn: "Aug_resized_Dog68_2.jpg"
    sha256: 6ef7ab9e7226a2a3e56244b7cba4598128efa5ae8dcad4ae0ab4a88b74d8221a
    success: True
  - lfn: "Aug_resized_Cat19_1.jpg"
    pfn: "Aug_resized_Cat19_1.jpg"
    sha256: 7b22e0398fbf6012beef598d5f34afd91a7a20afa9ae16ccd49469978f862510
    success: True
  - lfn: "Aug_resized_Cat67_1.jpg"
    pfn: "Aug_resized_Cat67_1.jpg"
    sha256: 08b9daf33997b527b7ce8c3e88a7a32c95bb77cadbe52c165030bdd08207aa39
    success: True
  - lfn: "Aug_resized_Cat96_0.jpg"
    pfn: "Aug_resized_Cat96_0.jpg"
    sha256: 65456da2f3e5cc8c302298ea4e692555336c2bcf7b33cdf7bac2ad170e93957c
    success: True
  - lfn: "Aug_resized_Cat1_1.jpg"
    pfn: "Aug_resized_Cat1_1.jpg"
    sha256: 34cdb0a5930f8d0e84e63b1f6b55e9ee45bc88845c6f37845dba94915597a7b6
    success: True
  - lfn: "Aug_resized_Dog73_2.jpg"
    pfn: "Aug_resized_Dog73_2.jpg"
    sha256: abf50e14cabb5e27459904fe35eee94f6e98ebe8163a78884ccdab182f92f1b7
    success: True
  - lfn: "Aug_resized_Dog79_0.jpg"
    pfn: "Aug_resized_Dog79_0.jpg"
    sha256: 839857f6ffdf6722e09e758b041d8c4df5b0b3e09bed5778a497c15ae1c1fceb
    success: True
  - lfn: "Aug_resized_Dog3_0.jpg"
    pfn: "Aug_resized_Dog3_0.jpg"
    sha256: 1640e2063c2c91d448eeaeca0820f912b66445eb662dc02515e5619401741057
    success: True
  - lfn: "Aug_resized_Dog12_1.jpg"
    pfn: "Aug_resized_Dog12_1.jpg"
    sha256: 30770eb6598a8f6d61630ec765643fee8322cb37f82c9ae779290f2fc677a96c
    success: True
  - lfn: "Aug_resized_Cat69_1.jpg"
    pfn: "Aug_resized_Cat69_1.jpg"
    sha256: 740b22ee4380a7236e8625211cee5a72e25db987581177e8168109883c5cbb99
    success: True
  - lfn: "Aug_resized_Dog26_0.jpg"
    pfn: "Aug_resized_Dog26_0.jpg"
    sha256: 9c7f9a06f2dd32a36d259120a5ec573a70d4a0579269aeb0f80ee702dd1e37d0
    success: True
  - lfn: "Aug_resized_Dog9_2.jpg"
    pfn: "Aug_resized_Dog9_2.jpg"
    sha256: 73acf3319f1d1124cdc9abcf8e878833491b7ec40f073c4ecedbdaca39cd6f4e
    success: True
  - lfn: "Aug_resized_Cat1_0.jpg"
    pfn: "Aug_resized_Cat1_0.jpg"
    sha256: 42b1ff8787609bf8081f776b6b78fb6476c2d8fa719d9141cfe1f0234fbcc514
    success: True
  - lfn: "Aug_resized_Dog15_2.jpg"
    pfn: "Aug_resized_Dog15_2.jpg"
    sha256: e8104d89ac1c7ac03e4685a35f4b88fe59562671576f3f861e9c3dbedf9c0a55
    success: True
  - lfn: "Aug_resized_Cat16_1.jpg"
    pfn: "Aug_resized_Cat16_1.jpg"
    sha256: 735a17021eba14aeec0f2fe8615bb301d2c5a033e1c1b576f3ccea03c571c5f3
    success: True
  - lfn: "Aug_resized_Dog49_0.jpg"
    pfn: "Aug_resized_Dog49_0.jpg"
    sha256: f90071d3e4b4d579f703b8f7f41d453dd3b26f4f54bb26fb585f31173b24443b
    success: True
  - lfn: "Aug_resized_Dog95_2.jpg"
    pfn: "Aug_resized_Dog95_2.jpg"
    sha256: 6dbb4f46529ea615049e26d24b2536c8323fd53905e0cd85d86606f41fd71f68
    success: True
  - lfn: "Aug_resized_Dog65_2.jpg"
    pfn: "Aug_resized_Dog65_2.jpg"
    sha256: 61933ff5c7c476981f8ceef6c9155f6c1c46a9abcdb88899079d5d21548e9771
    success: True
  - lfn: "Aug_resized_Dog42_2.jpg"
    pfn: "Aug_resized_Dog42_2.jpg"
    sha256: 099d35471656106f852b95e57d2563b1efa678a7c33a07b4112846c2f53a958e
    success: True
  - lfn: "Aug_resized_Cat46_1.jpg"
    pfn: "Aug_resized_Cat46_1.jpg"
    sha256: 610a5159784a61c90c5935b3c2a6058cc1781fc4f71dd79173ea379daaeff6c1
    success: True
  - lfn: "Aug_resized_Cat75_1.jpg"
    pfn: "Aug_resized_Cat75_1.jpg"
    sha256: 16cb36eb1fc399abe599753561ebcde5d0d207dd13a61f32118f85796fff2011
    success: True
  - lfn: "Aug_resized_Dog36_1.jpg"
    pfn: "Aug_resized_Dog36_1.jpg"
    sha256: eeff52af2de1e21f2e34e6d3b628fa7f322fd1b5f6d5053b885d3786534fd594
    success: True
  - lfn: "Aug_resized_Cat98_1.jpg"
    pfn: "Aug_resized_Cat98_1.jpg"
    sha256: 8e4a60ea9c751c01ff98c55e199cef0c7cc3f2f33f28a3e3b3ccef1722928288
    success: True
  - lfn: "Aug_resized_Cat26_2.jpg"
    pfn: "Aug_resized_Cat26_2.jpg"
    sha256: a490e51b04e729206c8cf733498bd0cda0fea7146f71e5799c459480f8bd7269
    success: True
  - lfn: "Aug_resized_Dog94_2.jpg"
    pfn: "Aug_resized_Dog94_2.jpg"
    sha256: 3da36caaa9548c422887f8cb51c17c220ddec2161896d6a8fbe4be8c476f1b3f
    success: True
  - lfn: "Aug_resized_Dog7_1.jpg"
    pfn: "Aug_resized_Dog7_1.jpg"
    sha256: f544e723b3152c771044a1fb8140c96399d38b1fa4535374a5d0c1b72f088645
    success: True
  - lfn: "Aug_resized_Cat20_0.jpg"
    pfn: "Aug_resized_Cat20_0.jpg"
    sha256: 38a2d07833886f6b5a4899a2a563de2c1700213240db8cc838f88cedb9968df8
    success: True
  - lfn: "Aug_resized_Cat5_2.jpg"
    pfn: "Aug_resized_Cat5_2.jpg"
    sha256: 71329aba0762dd049e5e6b817ced3535162d5af5c445997f162e92f813de8a4e
    success: True
  - lfn: "Aug_resized_Cat45_1.jpg"
    pfn: "Aug_resized_Cat45_1.jpg"
    sha256: bcfa27f337d762ec5a8498790f255d38ae7494867eba5b3b89ae5a8377245cb3
    success: True
  - lfn: "Aug_resized_Dog55_0.jpg"
    pfn: "Aug_resized_Dog55_0.jpg"
    sha256: 5850af73f1da188643b7473ebcae07fa0ab38bd8cb653919659793a8af5f3637
    success: True
  - lfn: "Aug_resized_Dog89_2.jpg"
    pfn: "Aug_resized_Dog89_2.jpg"
    sha256: e3a333618685c7e80c186b351b17cabb1dce1fc3935c5bff42a9494181859871
    success: True
  - lfn: "Aug_resized_Dog63_1.jpg"
    pfn: "Aug_resized_Dog63_1.jpg"
    sha256: f3232f1bb31de69a1dc1bfe9741ea5a2e1b627bde1cf5510a091fe3e8cd40ff3
    success: True
  - lfn: "Aug_resized_Cat51_1.jpg"
    pfn: "Aug_resized_Cat51_1.jpg"
    sha256: eadc755c4128e894e97b00cdcdd862ef6a2494f812a88313fe88f542ea99b382
    success: True
  - lfn: "Aug_resized_Cat48_2.jpg"
    pfn: "Aug_resized_Cat48_2.jpg"
    sha256: b88fa70f1d23a36b22861d4223e8e28d4f5c702954a7ec836c1690aaacc0530c
    success: True
  - lfn: "Aug_resized_Dog71_2.jpg"
    pfn: "Aug_resized_Dog71_2.jpg"
    sha256: 5f694831c24efdd587190c5921d956453b448caa5d915195b88f422575a1db66
    success: True
  - lfn: "Aug_resized_Cat3_1.jpg"
    pfn: "Aug_resized_Cat3_1.jpg"
    sha256: 4ca70223632c53165576251738f595deea2c80d40a963ab7087e4dfda46d79c7
    success: True
  - lfn: "Aug_resized_Cat43_0.jpg"
    pfn: "Aug_resized_Cat43_0.jpg"
    sha256: 3eb8a64bce99d9312cdcb9906fcae5512bb7c5528aef0de4ffe4bd748efd7b85
    success: True
  - lfn: "Aug_resized_Dog92_1.jpg"
    pfn: "Aug_resized_Dog92_1.jpg"
    sha256: 62e4c031a12d7bf9cea4a46b81b9cef68e0ebef31130fc6be0303bd4c485decc
    success: True
  - lfn: "Aug_resized_Cat14_0.jpg"
    pfn: "Aug_resized_Cat14_0.jpg"
    sha256: 0edd6e5ae3ba6c850a9e2f6cf00c55c4f26abeb64ca3a50244df46668a41601c
    success: True
  - lfn: "Aug_resized_Dog32_0.jpg"
    pfn: "Aug_resized_Dog32_0.jpg"
    sha256: 4490a618d3410916d2d5d326b890880d76244c100ab2cbfc06c7cb4ac57ea825
    success: True
  - lfn: "Aug_resized_Dog38_2.jpg"
    pfn: "Aug_resized_Dog38_2.jpg"
    sha256: d49a9506484f1493581689091f52ac6c3332f20bf78dd0d92a9c29565a2e4eb2
    success: True
  - lfn: "Aug_resized_Cat22_1.jpg"
    pfn: "Aug_resized_Cat22_1.jpg"
    sha256: 1cd4e75493206643acb23dff713d4bc89055d4fd54b38012b74dd39cc17a070e
    success: True
  - lfn: "Aug_resized_Dog40_1.jpg"
    pfn: "Aug_resized_Dog40_1.jpg"
    sha256: c91e720d0f20ab4f748c8a39a298d6855f830240d0f4c146eca628423a32b571
    success: True
  - lfn: "Aug_resized_Cat47_2.jpg"
    pfn: "Aug_resized_Cat47_2.jpg"
    sha256: 3194d826cdafab48fc7ba4b8ca216583e46432a75b70b6d49854e421009203a9
    success: True
  - lfn: "Aug_resized_Dog80_1.jpg"
    pfn: "Aug_resized_Dog80_1.jpg"
    sha256: ed803c26e1c464655f4e11efa515b011a8295d92f7946d8790a0b0f62976be2a
    success: True
  - lfn: "Aug_resized_Cat84_0.jpg"
    pfn: "Aug_resized_Cat84_0.jpg"
    sha256: 4c04fe823fd9abed689afe12ce2f62191262dbb42a231fbd788d34e766033640
    success: True
  - lfn: "Aug_resized_Cat27_2.jpg"
    pfn: "Aug_resized_Cat27_2.jpg"
    sha256: ed7f1a3e3d5736ac7b28da9c7fdbde181f373c793a41cbf50164a564e5fcfc8b
    success: True
  - lfn: "Aug_resized_Dog64_0.jpg"
    pfn: "Aug_resized_Dog64_0.jpg"
    sha256: 198c243542d84f81422efbacaeaa50bf73e509aef52cc853bcd09de1e76e0e6e
    success: True
  - lfn: "Aug_resized_Dog24_0.jpg"
    pfn: "Aug_resized_Dog24_0.jpg"
    sha256: 8371eadc720c868c7273571b4154c4b5cae09e8187eb0f538bd672c528a27c5b
    success: True
  - lfn: "Aug_resized_Cat87_2.jpg"
    pfn: "Aug_resized_Cat87_2.jpg"
    sha256: 3e97e6b84d85ae9bcc61742e1aef981b2e33042feed7cc530cf603eceb865619
    success: True
  - lfn: "Aug_resized_Dog11_0.jpg"
    pfn: "Aug_resized_Dog11_0.jpg"
    sha256: ae76f894a5309e61c8de0e418b6c8328dee9beff03237643dbc337b5cd42b7f1
    success: True
  - lfn: "Aug_resized_Dog8_0.jpg"
    pfn: "Aug_resized_Dog8_0.jpg"
    sha256: e6d8924106b92d843e89be58afb80cf6b5d7fd28027acc68294d2d0ed73dea0f
    success: True
  - lfn: "Aug_resized_Cat34_2.jpg"
    pfn: "Aug_resized_Cat34_2.jpg"
    sha256: 88329af6c005bcd14b6a72cb6f3a4b57e28d5f3b3ae9c50a3b41c3413391689f
    success: True
  - lfn: "Aug_resized_Dog31_0.jpg"
    pfn: "Aug_resized_Dog31_0.jpg"
    sha256: 9b5ff38301212b643338d1e972cb589b2c86b66e34d341f4ccdb0e37369cbe90
    success: True
  - lfn: "Aug_resized_Cat77_0.jpg"
    pfn: "Aug_resized_Cat77_0.jpg"
    sha256: 0f172eb4dc0e683590c2943b5ec1ef07d0d836fd50748de34d5445da378bc79b
    success: True
  - lfn: "Aug_resized_Cat40_1.jpg"
    pfn: "Aug_resized_Cat40_1.jpg"
    sha256: db139720ca99fe11e3cc9f732777e2d727e99d2822f801e955b0c88734c9594f
    success: True
  - lfn: "Aug_resized_Cat80_1.jpg"
    pfn: "Aug_resized_Cat80_1.jpg"
    sha256: f5aeb6fc94dad18bba988b083256424a86f7116c136a3dffd16e589ef91993ac
    success: True
  - lfn: "Aug_resized_Dog34_2.jpg"
    pfn: "Aug_resized_Dog34_2.jpg"
    sha256: 5bd03f2e94f7fe85e254f01bcd3fba12cf37305b6a53d082fa4c3a53367a05ee
    success: True
  - lfn: "Aug_resized_Cat93_1.jpg"
    pfn: "Aug_resized_Cat93_1.jpg"
    sha256: c95d95c35e01bbb780617aff72de69ef57e47a18562c0666801c12d82305ab91
    success: True
  - lfn: "Aug_resized_Dog27_2.jpg"
    pfn: "Aug_resized_Dog27_2.jpg"
    sha256: d88b8726fe215c4b8478a70ab4a591832d5fdbb10fafca64fa120cb175d9f072
    success: True
  - lfn: "Aug_resized_Dog67_2.jpg"
    pfn: "Aug_resized_Dog67_2.jpg"
    sha256: 56ffc37e97dffb461a8c759423aa8d33774b6ea056bfe4bb0316142802021b52
    success: True
  - lfn: "Aug_resized_Dog87_2.jpg"
    pfn: "Aug_resized_Dog87_2.jpg"
    sha256: 2c280097fe3de6bda3463dc68f8cb817ae7eceeab5ed7e96682751b3baf07c65
    success: True
  - lfn: "Aug_resized_Cat38_1.jpg"
    pfn: "Aug_resized_Cat38_1.jpg"
    sha256: 37cdde36e7a1b598719feef3334dee0d84fb8938f227da3dcc489ad1c368e825
    success: True
  - lfn: "Aug_resized_Cat18_1.jpg"
    pfn: "Aug_resized_Cat18_1.jpg"
    sha256: 526069e73b81c3c69c016f802f1733cd6f4dfdffd7c48614de900b85a77f56ae
    success: True
  - lfn: "Aug_resized_Cat41_2.jpg"
    pfn: "Aug_resized_Cat41_2.jpg"
    sha256: 7c36566580cbcb2bf444e97b189e93ab34c8c3445982fcd1be9233dadd5187c4
    success: True
  - lfn: "Aug_resized_Dog13_1.jpg"
    pfn: "Aug_resized_Dog13_1.jpg"
    sha256: dfe376e234b6e53322995d01a0b4d83588cc32a49b8d05d4c27c6fb676ba8faa
    success: True
  - lfn: "Aug_resized_Cat78_1.jpg"
    pfn: "Aug_resized_Cat78_1.jpg"
    sha256: 3b1244241c483aacd7213faab0baedde7af29c2b5e2ab7943d5648ce31b9d715
    success: True
  - lfn: "Aug_resized_Dog71_0.jpg"
    pfn: "Aug_resized_Dog71_0.jpg"
    sha256: 38653f797fdef53c7fdccc166fb706495b7ff56d814b5d6a5ccea006bf7b1d22
    success: True
  - lfn: "Aug_resized_Dog41_2.jpg"
    pfn: "Aug_resized_Dog41_2.jpg"
    sha256: 303980357b89f8cc559784abaa3500ee48fea8caf40b9c72b194a809d94dacdb
    success: True
  - lfn: "Aug_resized_Dog21_2.jpg"
    pfn: "Aug_resized_Dog21_2.jpg"
    sha256: 66b6ccdd2c1165eed935f51c6c0c478f8e5ff692c7ce07a88e77ff0152e5c7ce
    success: True
  - lfn: "Aug_resized_Dog33_1.jpg"
    pfn: "Aug_resized_Dog33_1.jpg"
    sha256: dd5e6035030a199e2308044e34a65d66c8485beeedef58983bf2cbd6f9d70829
    success: True
  - lfn: "Aug_resized_Dog81_2.jpg"
    pfn: "Aug_resized_Dog81_2.jpg"
    sha256: f43224bcd0fc1e87e8532bec818a028d672542bea3b5a824a7e18284eee33b36
    success: True
  - lfn: "Aug_resized_Dog73_1.jpg"
    pfn: "Aug_resized_Dog73_1.jpg"
    sha256: e39a49a778efee36a465984df55853b2ecc930f6aa4546881eb4d5cc533f0a33
    success: True
  - lfn: "Aug_resized_Cat24_0.jpg"
    pfn: "Aug_resized_Cat24_0.jpg"
    sha256: 7c5256ccf6d93a0a660f5a14af87b42876022b177a2f448beea5cd8fcbe83d4b
    success: True
  - lfn: "Aug_resized_Cat1_2.jpg"
    pfn: "Aug_resized_Cat1_2.jpg"
    sha256: 8152ebefe19db9ed90a470720d3ee6776f490ec636546011677132b0621046d2
    success: True
  - lfn: "Aug_resized_Dog17_0.jpg"
    pfn: "Aug_resized_Dog17_0.jpg"
    sha256: 5e3e1c4832c0108d9f6319e517288f951dc7bde78ceb4acb02601914486343b6
    success: True
  - lfn: "Aug_resized_Cat16_0.jpg"
    pfn: "Aug_resized_Cat16_0.jpg"
    sha256: 6a5af4a800404fdf06b04366d35a2c8917eaa8b9677a19814551c49689ba2e4b
    success: True
  - lfn: "Aug_resized_Dog85_1.jpg"
    pfn: "Aug_resized_Dog85_1.jpg"
    sha256: 9bc4e5c74d5772e1f94d093e8e7c7a56276e18396a6d233925cd1a8e65fbc8b4
    success: True
  - lfn: "Aug_resized_Dog65_1.jpg"
    pfn: "Aug_resized_Dog65_1.jpg"
    sha256: 816e230058ddf64cbc23a78bb0d007067f4eff77d784e8c4a221bcc7267f5302
    success: True
  - lfn: "Aug_resized_Dog57_0.jpg"
    pfn: "Aug_resized_Dog57_0.jpg"
    sha256: 859808d9a11cd6997a7a2a9e0dbc9d8b8e6cf7ba722b3c65653b9e021401e1a8
    success: True
  - lfn: "Aug_resized_Dog77_0.jpg"
    pfn: "Aug_resized_Dog77_0.jpg"
    sha256: f3e0aa0802be1c3bc92e95bc01f99c8d64f5faea85c373e5cce2d1a07b9cd408
    success: True
  - lfn: "Aug_resized_Dog25_1.jpg"
    pfn: "Aug_resized_Dog25_1.jpg"
    sha256: e07ed21df71dd065e764cb1aaf1a900156143b30e90b417cd02610d91fc85703
    success: True
  - lfn: "Aug_resized_Dog32_1.jpg"
    pfn: "Aug_resized_Dog32_1.jpg"
    sha256: 63a3e0b237512812226333a977d3a1d78ac2f9355380a19c2806be2912d9988f
    success: True
  - lfn: "Aug_resized_Dog72_1.jpg"
    pfn: "Aug_resized_Dog72_1.jpg"
    sha256: 8fdb279414dc93a1beea0e3a3e422122310afe084f3e374453635e1b987f8c18
    success: True
  - lfn: "Aug_resized_Cat39_2.jpg"
    pfn: "Aug_resized_Cat39_2.jpg"
    sha256: e0b4568422ff807fefcf7ae9e6cfa4294dc19dd1a1233403cb182f6e8628dd29
    success: True
  - lfn: "Aug_resized_Cat26_1.jpg"
    pfn: "Aug_resized_Cat26_1.jpg"
    sha256: 50d959cf466b47a08d9ca8217bfe1b7919f096e421ea3ce64dda4dfcf1527347
    success: True
  - lfn: "Aug_resized_Cat32_1.jpg"
    pfn: "Aug_resized_Cat32_1.jpg"
    sha256: a1ab17c98ed110a87a8ea012ffc7403f4ae68dc4de58a5217e0ee9501a3af5f3
    success: True
  - lfn: "Aug_resized_Cat23_0.jpg"
    pfn: "Aug_resized_Cat23_0.jpg"
    sha256: 407e01999c689b175a2aac8da12eb6210a428d54c9f558a7ceb35ff5b38ed7db
    success: True
  - lfn: "Aug_resized_Dog35_2.jpg"
    pfn: "Aug_resized_Dog35_2.jpg"
    sha256: bb6b98020e18e74b61eb883c26f3eb9516ed615a46a8f87d71db2932636cd2be
    success: True
  - lfn: "Aug_resized_Dog69_0.jpg"
    pfn: "Aug_resized_Dog69_0.jpg"
    sha256: 60fbed93cdf695a1a0fb0a70e0a5a26e2ef47541705c7d39f807ba6ac21160be
    success: True
  - lfn: "Aug_resized_Dog75_2.jpg"
    pfn: "Aug_resized_Dog75_2.jpg"
    sha256: 0ef9c5b76c8773d6ab26012bd457eb53ce303edef5f19539ec50a4ff67897d13
    success: True
  - lfn: "Aug_resized_Dog76_0.jpg"
    pfn: "Aug_resized_Dog76_0.jpg"
    sha256: 658860c7e9f403b8a5cbe72aa55b55a2af935aeec35e427026e51422c6176291
    success: True
  - lfn: "Aug_resized_Dog19_2.jpg"
    pfn: "Aug_resized_Dog19_2.jpg"
    sha256: c208cdc4d61cd671f90d68066c8c807c2f8cfeba9d9490a49e9648d5dea3d1c0
    success: True
  - lfn: "Aug_resized_Dog22_2.jpg"
    pfn: "Aug_resized_Dog22_2.jpg"
    sha256: 450bf5aa52000efee5b6d3f521393d5e54b3ce2ba3192cd0e2303f470250512b
    success: True
  - lfn: "Aug_resized_Dog26_1.jpg"
    pfn: "Aug_resized_Dog26_1.jpg"
    sha256: 9589ca6858ec957bfb70f7ed4593707d2e24b216068af338d7a8a773e522b278
    success: True
  - lfn: "Aug_resized_Cat92_0.jpg"
    pfn: "Aug_resized_Cat92_0.jpg"
    sha256: 2d2bc676dd4a45e16e5ef5d1a4fec0af4bced369563036aad889292a22f6aa96
    success: True
  - lfn: "Aug_resized_Dog9_1.jpg"
    pfn: "Aug_resized_Dog9_1.jpg"
    sha256: 75fd5196a903ff07327e218de0138f0a672e61ddd3c954c2a4eb8c7ec67a94df
    success: True
  - lfn: "Aug_resized_Cat79_2.jpg"
    pfn: "Aug_resized_Cat79_2.jpg"
    sha256: 7b5a04c2bc1a8a8ecb704aec05c71ceac4d72a636cdf78115dfb4835e7be84cc
    success: True
  - lfn: "Aug_resized_Dog23_0.jpg"
    pfn: "Aug_resized_Dog23_0.jpg"
    sha256: 38401dbf07e4e6d40ac3abdacbce482f1633f6c62b64aa2e30020845a5407076
    success: True
  - lfn: "Aug_resized_Cat85_0.jpg"
    pfn: "Aug_resized_Cat85_0.jpg"
    sha256: cc136dde8416ef09aeeef9c2ebc9529209303978e84286b523bd57a0ea533cdd
    success: True
  - lfn: "Aug_resized_Cat46_2.jpg"
    pfn: "Aug_resized_Cat46_2.jpg"
    sha256: 31a0302d7e99c7324b28318b872138eaf92efdb01cacede9c71d28a8c4468a59
    success: True
  - lfn: "Aug_resized_Dog79_1.jpg"
    pfn: "Aug_resized_Dog79_1.jpg"
    sha256: d39c009041b192476669cb80f692b4db62ae743436fdee15c04ea9ededa66f0b
    success: True
  - lfn: "Aug_resized_Dog74_2.jpg"
    pfn: "Aug_resized_Dog74_2.jpg"
    sha256: 8d586b663fce1fd0d75d2ba1ebf371474f857b29ac6fd4b7bc84e13af2cb1cd9
    success: True
  - lfn: "Aug_resized_Cat0_1.jpg"
    pfn: "Aug_resized_Cat0_1.jpg"
    sha256: 1d23d1eca2d5bc1b343fc598934c69c821c046e042ab66742774580834c37dae
    success: True
  - lfn: "Aug_resized_Cat17_0.jpg"
    pfn: "Aug_resized_Cat17_0.jpg"
    sha256: c7790f473b77bde6f0f1e2f61c23fa449564ed4b566a7363e037d5779af24014
    success: True
  - lfn: "Aug_resized_Dog63_0.jpg"
    pfn: "Aug_resized_Dog63_0.jpg"
    sha256: 7764d341f2551583599f3bf665395c0aa8f2033158c211447f6ca24f8e39ecfb
    success: True
  - lfn: "Aug_resized_Cat25_1.jpg"
    pfn: "Aug_resized_Cat25_1.jpg"
    sha256: 5da804e3851ab8b71f7fe6107755e0b9a1a247d40d3f4907598491303bcd6db0
    success: True
  - lfn: "Aug_resized_Dog66_1.jpg"
    pfn: "Aug_resized_Dog66_1.jpg"
    sha256: 6b14bf7228c1a83622963cfde089ba47653b92f9a9ac0c6ff9c5217764d34675
    success: True
  - lfn: "Aug_resized_Dog78_1.jpg"
    pfn: "Aug_resized_Dog78_1.jpg"
    sha256: 589c68a763abd99a7c767883d4e99880060bb68a3358eb9867de9a8395990314
    success: True
  - lfn: "Aug_resized_Dog7_0.jpg"
    pfn: "Aug_resized_Dog7_0.jpg"
    sha256: 3b3f571fe9901fa46d6969c085036405cf694943d140e58c45556a9a40b1c64a
    success: True
  - lfn: "Aug_resized_Cat33_2.jpg"
    pfn: "Aug_resized_Cat33_2.jpg"
